answer_id,local-authority-code,question_id,audited_answer,score,max_score
EPP_s9_ee_q27_sp3,EPP,s9_ee_q27_sp3,True,1.0,1
EPP_s2_m&a_q8_sp9,EPP,s2_m&a_q8_sp9,False,0.0,1
EPP_s2_m&a_q9_sp4,EPP,s2_m&a_q9_sp4,True,1.0,1
EPP_s5_mset_q19_sp2,EPP,s5_mset_q19_sp2,True,1.0,1
EPP_s4_coms_q15_sp3,EPP,s4_coms_q15_sp3,True,1.0,1
EPP_s4_coms_q15_sp2,EPP,s4_coms_q15_sp2,True,1.0,1
EPP_s1_gov_q4_sp4,EPP,s1_gov_q4_sp4,False,0.0,1
EPP_s8_est_q25_sp2,EPP,s8_est_q25_sp2,True,1.0,1
EPP_s1_gov_q4_sp1,EPP,s1_gov_q4_sp1,True,1.0,1
EPP_s2_m&a_q8_sp7,EPP,s2_m&a_q8_sp7,False,0.0,1
EPP_s2_m&a_q8_sp3,EPP,s2_m&a_q8_sp3,True,1.0,1
EPP_s7_dsi_q23_sp1,EPP,s7_dsi_q23_sp1,False,0.0,1
EPP_s1_gov_q1_sp1,EPP,s1_gov_q1_sp1,False,0.0,1
EPP_s1_gov_q5_sp1,EPP,s1_gov_q5_sp1,True,1.0,1
EPP_s4_coms_q17_sp1,EPP,s4_coms_q17_sp1,False,0.0,1
EPP_s8_est_q26_sp2,EPP,s8_est_q26_sp2,False,0.0,1
EPP_s5_mset_q18_sp1,EPP,s5_mset_q18_sp1,False,0.0,1
EPP_s2_m&a_q9_sp7,EPP,s2_m&a_q9_sp7,True,1.0,1
EPP_s3_c&a_q10_sp3,EPP,s3_c&a_q10_sp3,False,0.0,1
EPP_s1_gov_q6_sp3,EPP,s1_gov_q6_sp3,True,1.0,1
EPP_s6_cb_q21_sp2,EPP,s6_cb_q21_sp2,True,1.0,1
EPP_s1_gov_q4_sp2,EPP,s1_gov_q4_sp2,False,0.0,1
EPP_s4_coms_q15_sp1,EPP,s4_coms_q15_sp1,True,1.0,1
EPP_s2_m&a_q9_sp5,EPP,s2_m&a_q9_sp5,True,1.0,1
EPP_s4_coms_q13_sp3_new,EPP,s4_coms_q13_sp3_new,False,0.0,1
EPP_s2_m&a_q8_sp5,EPP,s2_m&a_q8_sp5,True,1.0,1
EPP_s1_gov_q2_sp2,EPP,s1_gov_q2_sp2,True,1.0,1
EPP_s4_coms_q14_sp2,EPP,s4_coms_q14_sp2,True,1.0,1
EPP_s1_gov_q5_sp2,EPP,s1_gov_q5_sp2,False,0.0,1
EPP_s2_m&a_q8_sp4,EPP,s2_m&a_q8_sp4,True,1.0,1
EPP_s1_gov_q2_sp3,EPP,s1_gov_q2_sp3,False,0.0,2
EPP_s8_est_q26_sp1,EPP,s8_est_q26_sp1,False,0.0,1
EPP_s3_c&a_q10_sp2,EPP,s3_c&a_q10_sp2,False,0.0,1
EPP_s1_gov_q6_sp1,EPP,s1_gov_q6_sp1,True,1.0,1
EPP_s3_c&a_q12_sp2,EPP,s3_c&a_q12_sp2,True,1.0,1
EPP_s1_gov_q3_sp2,EPP,s1_gov_q3_sp2,True,1.0,1
EPP_s9_ee_q27_sp1,EPP,s9_ee_q27_sp1,True,1.0,1
EPP_s3_c&a_q11_sp1,EPP,s3_c&a_q11_sp1,True,1.0,1
EPP_s8_est_q24_sp1,EPP,s8_est_q24_sp1,True,1.0,1
EPP_s1_gov_q3_sp1,EPP,s1_gov_q3_sp1,False,0.0,1
EPP_s1_gov_q1_sp2,EPP,s1_gov_q1_sp2,True,1.0,1
EPP_s3_c&a_q10_sp1,EPP,s3_c&a_q10_sp1,True,1.0,1
EPP_s5_mset_q18_sp2,EPP,s5_mset_q18_sp2,True,1.0,1
EPP_s9_ee_q27_sp2,EPP,s9_ee_q27_sp2,False,0.0,1
EPP_s4_coms_q13_sp2,EPP,s4_coms_q13_sp2,False,0.0,1
EPP_s1_gov_q4_sp5,EPP,s1_gov_q4_sp5,True,1.0,1
EPP_s2_m&a_q8_sp2,EPP,s2_m&a_q8_sp2,True,1.0,1
EPP_s2_m&a_q8_sp8,EPP,s2_m&a_q8_sp8,True,1.0,1
EPP_s4_coms_q14_sp1,EPP,s4_coms_q14_sp1,True,1.0,1
EPP_s5_mset_q18_sp3,EPP,s5_mset_q18_sp3,False,0.0,1
EPP_s7_dsi_q22_sp2,EPP,s7_dsi_q22_sp2,5 or more areas covered,2.0,2
EPP_s6_cb_q20_sp1,EPP,s6_cb_q20_sp1,5 more areas covered,2.0,2
EPS_s9_ee_q27_sp3,EPS,s9_ee_q27_sp3,True,1.0,1
EPS_s2_m&a_q9_sp8,EPS,s2_m&a_q9_sp8,False,0.0,1
EPS_s6_cb_q21_sp1,EPS,s6_cb_q21_sp1,False,0.0,1
EPS_s2_m&a_q8_sp9,EPS,s2_m&a_q8_sp9,True,1.0,1
EPS_s1_gov_q4_sp2,EPS,s1_gov_q4_sp2,False,0.0,1
EPS_s3_c&a_q12_sp2,EPS,s3_c&a_q12_sp2,True,1.0,1
EPS_s3_c&a_q12_sp1,EPS,s3_c&a_q12_sp1,True,1.0,1
EPS_s5_mset_q19_sp2,EPS,s5_mset_q19_sp2,True,1.0,1
EPS_s2_m&a_q8_sp5,EPS,s2_m&a_q8_sp5,True,1.0,1
EPS_s8_est_q26_sp1,EPS,s8_est_q26_sp1,False,0.0,1
EPS_s1_gov_q6_sp1,EPS,s1_gov_q6_sp1,True,1.0,1
EPS_s2_m&a_q8_sp6,EPS,s2_m&a_q8_sp6,True,1.0,1
EPS_s1_gov_q2_sp1_v2,EPS,s1_gov_q2_sp1_v2,False,0.0,1
EPS_s4_coms_q15_sp1,EPS,s4_coms_q15_sp1,True,1.0,1
EPS_s4_coms_q15_sp2,EPS,s4_coms_q15_sp2,True,1.0,1
EPS_s1_gov_q1_sp1,EPS,s1_gov_q1_sp1,False,0.0,1
EPS_s1_gov_q6_sp2,EPS,s1_gov_q6_sp2,True,1.0,1
EPS_s2_m&a_q8_sp7,EPS,s2_m&a_q8_sp7,True,1.0,1
EPS_s1_gov_q1_sp2,EPS,s1_gov_q1_sp2,True,1.0,1
EPS_s3_c&a_q11_sp2,EPS,s3_c&a_q11_sp2,True,1.0,1
EPS_s7_dsi_q22_sp1,EPS,s7_dsi_q22_sp1,False,0.0,2
EPS_s2_m&a_q9_sp7,EPS,s2_m&a_q9_sp7,True,1.0,1
EPS_s1_gov_q4_sp3,EPS,s1_gov_q4_sp3,False,0.0,1
EPS_s4_coms_q13_sp2,EPS,s4_coms_q13_sp2,False,0.0,1
EPS_s9_ee_q27_sp2,EPS,s9_ee_q27_sp2,True,1.0,1
EPS_s8_est_q26_sp2,EPS,s8_est_q26_sp2,False,0.0,1
EPS_s2_m&a_q8_sp3,EPS,s2_m&a_q8_sp3,True,1.0,1
EPS_s4_coms_q17_sp1,EPS,s4_coms_q17_sp1,False,0.0,1
EPS_s4_coms_q13_sp3_new,EPS,s4_coms_q13_sp3_new,False,0.0,1
EPS_s8_est_q25_sp2,EPS,s8_est_q25_sp2,True,1.0,1
EPS_s4_coms_q15_sp3,EPS,s4_coms_q15_sp3,False,0.0,1
EPS_s1_gov_q5_sp2,EPS,s1_gov_q5_sp2,True,1.0,1
EPS_s1_gov_q4_sp4,EPS,s1_gov_q4_sp4,True,1.0,1
EPS_s6_cb_q20_sp1,EPS,s6_cb_q20_sp1,5 more areas covered,2.0,2
EPS_s1_gov_q4_sp5,EPS,s1_gov_q4_sp5,False,0.0,1
EPS_s2_m&a_q9_sp4,EPS,s2_m&a_q9_sp4,True,1.0,1
EPS_s5_mset_q19_sp1,EPS,s5_mset_q19_sp1,True,1.0,1
EPS_s1_gov_q4_sp1,EPS,s1_gov_q4_sp1,True,1.0,1
EPS_s1_gov_q2_sp3,EPS,s1_gov_q2_sp3,False,0.0,2
EPS_s3_c&a_q10_sp2,EPS,s3_c&a_q10_sp2,True,1.0,1
EPS_s2_m&a_q7_sp1,EPS,s2_m&a_q7_sp1,True,1.0,1
EPS_s5_mset_q18_sp3,EPS,s5_mset_q18_sp3,False,0.0,1
EPS_s4_coms_q14_sp2,EPS,s4_coms_q14_sp2,True,1.0,1
EPS_s1_gov_q3_sp2,EPS,s1_gov_q3_sp2,False,0.0,1
EPS_s2_m&a_q9_sp5,EPS,s2_m&a_q9_sp5,False,0.0,1
EPS_s2_m&a_q8_sp4,EPS,s2_m&a_q8_sp4,True,1.0,1
EPS_s3_c&a_q10_sp3,EPS,s3_c&a_q10_sp3,False,0.0,1
EPS_s2_m&a_q8_sp2,EPS,s2_m&a_q8_sp2,True,1.0,1
EPS_s2_m&a_q9_sp2,EPS,s2_m&a_q9_sp2,False,0.0,1
EPS_s8_est_q24_sp1,EPS,s8_est_q24_sp1,True,1.0,1
EPS_s5_mset_q18_sp1,EPS,s5_mset_q18_sp1,False,0.0,1
EPS_s3_c&a_q10_sp1,EPS,s3_c&a_q10_sp1,True,1.0,1
EPS_s2_m&a_q8_sp1,EPS,s2_m&a_q8_sp1,True,1.0,1
EPS_s4_coms_q14_sp1,EPS,s4_coms_q14_sp1,True,1.0,1
EPS_s1_gov_q6_sp3,EPS,s1_gov_q6_sp3,True,1.0,1
EPS_s1_gov_q2_sp2,EPS,s1_gov_q2_sp2,False,0.0,1
EPS_s9_ee_q28_sp1,EPS,s9_ee_q28_sp1,False,0.0,1
EPS_s2_m&a_q9_sp1,EPS,s2_m&a_q9_sp1,False,0.0,1
EPS_s1_gov_q2_sp1_v2_b,EPS,s1_gov_q2_sp1_v2_b,No,0.0,2
EPS_s9_ee_q27_sp1,EPS,s9_ee_q27_sp1,True,1.0,1
EPS_s6_cb_q21_sp2,EPS,s6_cb_q21_sp2,False,0.0,1
EPS_s8_est_q25_sp1,EPS,s8_est_q25_sp1,True,1.0,1
EPS_s7_dsi_q23_sp1,EPS,s7_dsi_q23_sp1,False,0.0,1
EPS_s5_mset_q18_sp2,EPS,s5_mset_q18_sp2,False,0.0,1
EPS_s1_gov_q1_sp3,EPS,s1_gov_q1_sp3,True,1.0,1
EPS_s7_dsi_q22_sp2,EPS,s7_dsi_q22_sp2,False,0.0,2
EPS_s2_m&a_q8_sp8,EPS,s2_m&a_q8_sp8,True,1.0,1
EPS_s2_m&a_q9_sp3,EPS,s2_m&a_q9_sp3,True,1.0,1
EPS_s4_coms_q16_sp1,EPS,s4_coms_q16_sp1,False,0.0,1
EPS_s1_gov_q3_sp1,EPS,s1_gov_q3_sp1,True,1.0,1
EPS_s2_m&a_q9_sp6,EPS,s2_m&a_q9_sp6,True,1.0,1
EPS_s1_gov_q5_sp1,EPS,s1_gov_q5_sp1,True,1.0,1
EPS_s3_c&a_q11_sp1,EPS,s3_c&a_q11_sp1,True,1.0,1
ERE_s1_gov_q4_sp3,ERE,s1_gov_q4_sp3,,,1
ERE_s4_coms_q14_sp1,ERE,s4_coms_q14_sp1,,,1
ERE_s4_coms_q13_sp2,ERE,s4_coms_q13_sp2,,,1
ERE_s8_est_q25_sp1,ERE,s8_est_q25_sp1,,,1
ERE_s2_m&a_q8_sp5,ERE,s2_m&a_q8_sp5,,,1
ERE_s7_dsi_q22_sp1,ERE,s7_dsi_q22_sp1,,,2
ERE_s2_m&a_q9_sp3,ERE,s2_m&a_q9_sp3,,,1
ERE_s4_coms_q15_sp1,ERE,s4_coms_q15_sp1,,,1
ERE_s2_m&a_q9_sp7,ERE,s2_m&a_q9_sp7,,,1
ERE_s4_coms_q17_sp1,ERE,s4_coms_q17_sp1,,,1
ERE_s1_gov_q3_sp1,ERE,s1_gov_q3_sp1,,,1
ERE_s5_mset_q19_sp1,ERE,s5_mset_q19_sp1,,,1
ERE_s1_gov_q2_sp1_v2,ERE,s1_gov_q2_sp1_v2,,,1
ERE_s2_m&a_q9_sp6,ERE,s2_m&a_q9_sp6,,,1
ERE_s1_gov_q6_sp2,ERE,s1_gov_q6_sp2,,,1
ERE_s3_c&a_q10_sp1,ERE,s3_c&a_q10_sp1,,,1
ERE_s1_gov_q2_sp3,ERE,s1_gov_q2_sp3,,,2
ERE_s2_m&a_q8_sp6,ERE,s2_m&a_q8_sp6,,,1
ERE_s9_ee_q27_sp2,ERE,s9_ee_q27_sp2,,,1
ERE_s1_gov_q2_sp1_v2_b,ERE,s1_gov_q2_sp1_v2_b,,,2
ERE_s8_est_q26_sp1,ERE,s8_est_q26_sp1,,,1
ERE_s4_coms_q16_sp1,ERE,s4_coms_q16_sp1,,,1
ERE_s3_c&a_q12_sp1,ERE,s3_c&a_q12_sp1,,,1
ERE_s2_m&a_q8_sp8,ERE,s2_m&a_q8_sp8,,,1
ERE_s2_m&a_q8_sp1,ERE,s2_m&a_q8_sp1,,,1
ERE_s3_c&a_q11_sp2,ERE,s3_c&a_q11_sp2,,,1
ERE_s5_mset_q18_sp3,ERE,s5_mset_q18_sp3,,,1
ERE_s4_coms_q13_sp3_new,ERE,s4_coms_q13_sp3_new,,,1
ERE_s6_cb_q21_sp1,ERE,s6_cb_q21_sp1,,,1
ERE_s2_m&a_q9_sp5,ERE,s2_m&a_q9_sp5,,,1
ERE_s2_m&a_q8_sp2,ERE,s2_m&a_q8_sp2,,,1
ERE_s1_gov_q4_sp1,ERE,s1_gov_q4_sp1,,,1
ERE_s1_gov_q1_sp3,ERE,s1_gov_q1_sp3,,,1
ERE_s6_cb_q20_sp1,ERE,s6_cb_q20_sp1,,,2
ERE_s9_ee_q28_sp1,ERE,s9_ee_q28_sp1,,,1
ERE_s2_m&a_q8_sp3,ERE,s2_m&a_q8_sp3,,,1
ERE_s8_est_q26_sp2,ERE,s8_est_q26_sp2,,,1
ERE_s5_mset_q18_sp1,ERE,s5_mset_q18_sp1,,,1
ERE_s2_m&a_q9_sp8,ERE,s2_m&a_q9_sp8,,,1
ERE_s1_gov_q5_sp1,ERE,s1_gov_q5_sp1,,,1
ERE_s1_gov_q3_sp2,ERE,s1_gov_q3_sp2,,,1
ERE_s1_gov_q6_sp3,ERE,s1_gov_q6_sp3,,,1
ERE_s1_gov_q4_sp2,ERE,s1_gov_q4_sp2,,,1
ERE_s3_c&a_q11_sp1,ERE,s3_c&a_q11_sp1,,,1
ERE_s5_mset_q19_sp2,ERE,s5_mset_q19_sp2,,,1
ERE_s9_ee_q27_sp3,ERE,s9_ee_q27_sp3,,,1
ERE_s3_c&a_q12_sp2,ERE,s3_c&a_q12_sp2,,,1
ERE_s4_coms_q15_sp2,ERE,s4_coms_q15_sp2,,,1
ERE_s1_gov_q1_sp1,ERE,s1_gov_q1_sp1,,,1
ERE_s2_m&a_q8_sp7,ERE,s2_m&a_q8_sp7,,,1
ERE_s6_cb_q21_sp2,ERE,s6_cb_q21_sp2,,,1
ERE_s7_dsi_q23_sp1,ERE,s7_dsi_q23_sp1,,,1
ERE_s4_coms_q14_sp2,ERE,s4_coms_q14_sp2,,,1
ERE_s1_gov_q6_sp1,ERE,s1_gov_q6_sp1,,,1
ERE_s9_ee_q27_sp1,ERE,s9_ee_q27_sp1,,,1
ERE_s1_gov_q4_sp5,ERE,s1_gov_q4_sp5,,,1
ERE_s2_m&a_q9_sp1,ERE,s2_m&a_q9_sp1,,,1
ERE_s7_dsi_q22_sp2,ERE,s7_dsi_q22_sp2,,,2
ERE_s5_mset_q18_sp2,ERE,s5_mset_q18_sp2,,,1
ERE_s4_coms_q15_sp3,ERE,s4_coms_q15_sp3,,,1
ERE_s1_gov_q1_sp2,ERE,s1_gov_q1_sp2,,,1
ERE_s8_est_q24_sp1,ERE,s8_est_q24_sp1,,,1
ERE_s8_est_q25_sp2,ERE,s8_est_q25_sp2,,,1
ERE_s1_gov_q5_sp2,ERE,s1_gov_q5_sp2,,,1
ERE_s1_gov_q2_sp2,ERE,s1_gov_q2_sp2,,,1
ERE_s1_gov_q4_sp4,ERE,s1_gov_q4_sp4,,,1
ERE_s3_c&a_q10_sp3,ERE,s3_c&a_q10_sp3,,,1
ERE_s2_m&a_q8_sp9,ERE,s2_m&a_q8_sp9,,,1
ERE_s2_m&a_q9_sp4,ERE,s2_m&a_q9_sp4,,,1
ERE_s2_m&a_q7_sp1,ERE,s2_m&a_q7_sp1,,,1
ERE_s2_m&a_q9_sp2,ERE,s2_m&a_q9_sp2,,,1
ERE_s3_c&a_q10_sp2,ERE,s3_c&a_q10_sp2,,,1
ERE_s2_m&a_q8_sp4,ERE,s2_m&a_q8_sp4,,,1
ERW_s1_gov_q4_sp5,ERW,s1_gov_q4_sp5,,,1
ERW_s8_est_q25_sp1,ERW,s8_est_q25_sp1,,,1
ERW_s1_gov_q1_sp2,ERW,s1_gov_q1_sp2,,,1
ERW_s2_m&a_q9_sp7,ERW,s2_m&a_q9_sp7,,,1
ERW_s3_c&a_q12_sp1,ERW,s3_c&a_q12_sp1,,,1
ERW_s1_gov_q3_sp1,ERW,s1_gov_q3_sp1,,,1
ERW_s2_m&a_q8_sp3,ERW,s2_m&a_q8_sp3,,,1
ERW_s4_coms_q15_sp1,ERW,s4_coms_q15_sp1,,,1
ERW_s9_ee_q27_sp1,ERW,s9_ee_q27_sp1,,,1
ERW_s1_gov_q1_sp1,ERW,s1_gov_q1_sp1,,,1
ERW_s3_c&a_q10_sp1,ERW,s3_c&a_q10_sp1,,,1
ERW_s6_cb_q21_sp1,ERW,s6_cb_q21_sp1,,,1
ERW_s9_ee_q27_sp3,ERW,s9_ee_q27_sp3,,,1
ERW_s7_dsi_q22_sp2,ERW,s7_dsi_q22_sp2,,,2
ERW_s2_m&a_q9_sp3,ERW,s2_m&a_q9_sp3,,,1
ERW_s4_coms_q13_sp3_new,ERW,s4_coms_q13_sp3_new,,,1
ERW_s1_gov_q2_sp1_v2_b,ERW,s1_gov_q2_sp1_v2_b,,,2
ERW_s1_gov_q5_sp1,ERW,s1_gov_q5_sp1,,,1
ERW_s2_m&a_q8_sp7,ERW,s2_m&a_q8_sp7,,,1
ERW_s2_m&a_q8_sp6,ERW,s2_m&a_q8_sp6,,,1
ERW_s1_gov_q5_sp2,ERW,s1_gov_q5_sp2,,,1
ERW_s1_gov_q2_sp2,ERW,s1_gov_q2_sp2,,,1
ERW_s2_m&a_q9_sp6,ERW,s2_m&a_q9_sp6,,,1
ERW_s1_gov_q6_sp3,ERW,s1_gov_q6_sp3,,,1
ERW_s5_mset_q18_sp1,ERW,s5_mset_q18_sp1,,,1
ERW_s3_c&a_q10_sp2,ERW,s3_c&a_q10_sp2,,,1
ERW_s1_gov_q6_sp1,ERW,s1_gov_q6_sp1,,,1
ERW_s1_gov_q4_sp4,ERW,s1_gov_q4_sp4,,,1
ERW_s3_c&a_q10_sp3,ERW,s3_c&a_q10_sp3,,,1
ERW_s2_m&a_q9_sp1,ERW,s2_m&a_q9_sp1,,,1
ERW_s9_ee_q28_sp1,ERW,s9_ee_q28_sp1,,,1
ERW_s1_gov_q3_sp2,ERW,s1_gov_q3_sp2,,,1
ERW_s7_dsi_q23_sp1,ERW,s7_dsi_q23_sp1,,,1
ERW_s2_m&a_q9_sp5,ERW,s2_m&a_q9_sp5,,,1
ERW_s1_gov_q1_sp3,ERW,s1_gov_q1_sp3,,,1
ERW_s4_coms_q16_sp1,ERW,s4_coms_q16_sp1,,,1
ERW_s2_m&a_q8_sp1,ERW,s2_m&a_q8_sp1,,,1
ERW_s1_gov_q2_sp3,ERW,s1_gov_q2_sp3,,,2
ERW_s2_m&a_q8_sp9,ERW,s2_m&a_q8_sp9,,,1
ERW_s2_m&a_q8_sp8,ERW,s2_m&a_q8_sp8,,,1
ERW_s2_m&a_q8_sp2,ERW,s2_m&a_q8_sp2,,,1
ERW_s5_mset_q18_sp2,ERW,s5_mset_q18_sp2,,,1
ERW_s4_coms_q14_sp2,ERW,s4_coms_q14_sp2,,,1
ERW_s4_coms_q14_sp1,ERW,s4_coms_q14_sp1,,,1
ERW_s8_est_q24_sp1,ERW,s8_est_q24_sp1,,,1
ERW_s2_m&a_q8_sp4,ERW,s2_m&a_q8_sp4,,,1
ERW_s3_c&a_q12_sp2,ERW,s3_c&a_q12_sp2,,,1
ERW_s4_coms_q15_sp2,ERW,s4_coms_q15_sp2,,,1
ERW_s6_cb_q21_sp2,ERW,s6_cb_q21_sp2,,,1
ERW_s7_dsi_q22_sp1,ERW,s7_dsi_q22_sp1,,,2
ERW_s1_gov_q6_sp2,ERW,s1_gov_q6_sp2,,,1
ERW_s9_ee_q27_sp2,ERW,s9_ee_q27_sp2,,,1
ERW_s8_est_q26_sp1,ERW,s8_est_q26_sp1,,,1
ERW_s5_mset_q19_sp1,ERW,s5_mset_q19_sp1,,,1
ERW_s6_cb_q20_sp1,ERW,s6_cb_q20_sp1,,,2
ERW_s3_c&a_q11_sp2,ERW,s3_c&a_q11_sp2,,,1
ERW_s2_m&a_q9_sp2,ERW,s2_m&a_q9_sp2,,,1
ERW_s2_m&a_q9_sp8,ERW,s2_m&a_q9_sp8,,,1
ERW_s1_gov_q4_sp1,ERW,s1_gov_q4_sp1,,,1
ERW_s1_gov_q4_sp2,ERW,s1_gov_q4_sp2,,,1
ERW_s2_m&a_q8_sp5,ERW,s2_m&a_q8_sp5,,,1
ERW_s4_coms_q13_sp2,ERW,s4_coms_q13_sp2,,,1
ERW_s4_coms_q17_sp1,ERW,s4_coms_q17_sp1,,,1
ERW_s3_c&a_q11_sp1,ERW,s3_c&a_q11_sp1,,,1
ERW_s1_gov_q4_sp3,ERW,s1_gov_q4_sp3,,,1
ERW_s5_mset_q18_sp3,ERW,s5_mset_q18_sp3,,,1
ERW_s4_coms_q15_sp3,ERW,s4_coms_q15_sp3,,,1
ERW_s8_est_q26_sp2,ERW,s8_est_q26_sp2,,,1
ERW_s5_mset_q19_sp2,ERW,s5_mset_q19_sp2,,,1
ERW_s1_gov_q2_sp1_v2,ERW,s1_gov_q2_sp1_v2,,,1
ERW_s2_m&a_q7_sp1,ERW,s2_m&a_q7_sp1,,,1
ERW_s2_m&a_q9_sp4,ERW,s2_m&a_q9_sp4,,,1
ERW_s8_est_q25_sp2,ERW,s8_est_q25_sp2,,,1
ERY_s1_gov_q2_sp2,ERY,s1_gov_q2_sp2,,,1
ERY_s2_m&a_q8_sp7,ERY,s2_m&a_q8_sp7,,,1
ERY_s9_ee_q27_sp2,ERY,s9_ee_q27_sp2,,,1
ERY_s5_mset_q18_sp3,ERY,s5_mset_q18_sp3,,,1
ERY_s1_gov_q4_sp5,ERY,s1_gov_q4_sp5,,,1
ERY_s1_gov_q3_sp1,ERY,s1_gov_q3_sp1,,,1
ERY_s5_mset_q18_sp2,ERY,s5_mset_q18_sp2,,,1
ERY_s3_c&a_q10_sp2,ERY,s3_c&a_q10_sp2,,,1
ERY_s4_coms_q15_sp1,ERY,s4_coms_q15_sp1,,,1
ERY_s4_coms_q16_sp1,ERY,s4_coms_q16_sp1,,,1
ERY_s1_gov_q6_sp1,ERY,s1_gov_q6_sp1,,,1
ERY_s2_m&a_q8_sp5,ERY,s2_m&a_q8_sp5,,,1
ERY_s1_gov_q5_sp2,ERY,s1_gov_q5_sp2,,,1
ERY_s2_m&a_q9_sp5,ERY,s2_m&a_q9_sp5,,,1
ERY_s2_m&a_q8_sp8,ERY,s2_m&a_q8_sp8,,,1
ERY_s2_m&a_q9_sp7,ERY,s2_m&a_q9_sp7,,,1
ERY_s1_gov_q6_sp2,ERY,s1_gov_q6_sp2,,,1
ERY_s2_m&a_q9_sp2,ERY,s2_m&a_q9_sp2,,,1
ERY_s5_mset_q19_sp1,ERY,s5_mset_q19_sp1,,,1
ERY_s3_c&a_q11_sp2,ERY,s3_c&a_q11_sp2,,,1
ERY_s8_est_q25_sp1,ERY,s8_est_q25_sp1,,,1
ERY_s4_coms_q15_sp3,ERY,s4_coms_q15_sp3,,,1
ERY_s4_coms_q17_sp1,ERY,s4_coms_q17_sp1,,,1
ERY_s2_m&a_q8_sp3,ERY,s2_m&a_q8_sp3,,,1
ERY_s8_est_q26_sp2,ERY,s8_est_q26_sp2,,,1
ERY_s8_est_q25_sp2,ERY,s8_est_q25_sp2,,,1
ERY_s1_gov_q1_sp1,ERY,s1_gov_q1_sp1,,,1
ERY_s7_dsi_q23_sp1,ERY,s7_dsi_q23_sp1,,,1
ERY_s5_mset_q18_sp1,ERY,s5_mset_q18_sp1,,,1
ERY_s9_ee_q27_sp1,ERY,s9_ee_q27_sp1,,,1
ERY_s1_gov_q5_sp1,ERY,s1_gov_q5_sp1,,,1
ERY_s1_gov_q4_sp4,ERY,s1_gov_q4_sp4,,,1
ERY_s3_c&a_q10_sp3,ERY,s3_c&a_q10_sp3,,,1
ERY_s9_ee_q28_sp1,ERY,s9_ee_q28_sp1,,,1
ERY_s2_m&a_q8_sp6,ERY,s2_m&a_q8_sp6,,,1
ERY_s1_gov_q1_sp3,ERY,s1_gov_q1_sp3,,,1
ERY_s1_gov_q2_sp3,ERY,s1_gov_q2_sp3,,,2
ERY_s3_c&a_q10_sp1,ERY,s3_c&a_q10_sp1,,,1
ERY_s2_m&a_q8_sp9,ERY,s2_m&a_q8_sp9,,,1
ERY_s8_est_q24_sp1,ERY,s8_est_q24_sp1,,,1
ERY_s2_m&a_q8_sp4,ERY,s2_m&a_q8_sp4,,,1
ERY_s2_m&a_q9_sp3,ERY,s2_m&a_q9_sp3,,,1
ERY_s3_c&a_q11_sp1,ERY,s3_c&a_q11_sp1,,,1
ERY_s4_coms_q15_sp2,ERY,s4_coms_q15_sp2,,,1
ERY_s1_gov_q2_sp1_v2_b,ERY,s1_gov_q2_sp1_v2_b,,,2
ERY_s2_m&a_q9_sp6,ERY,s2_m&a_q9_sp6,,,1
ERY_s6_cb_q21_sp1,ERY,s6_cb_q21_sp1,,,1
ERY_s5_mset_q19_sp2,ERY,s5_mset_q19_sp2,,,1
ERY_s3_c&a_q12_sp1,ERY,s3_c&a_q12_sp1,,,1
ERY_s2_m&a_q8_sp2,ERY,s2_m&a_q8_sp2,,,1
ERY_s9_ee_q27_sp3,ERY,s9_ee_q27_sp3,,,1
ERY_s7_dsi_q22_sp2,ERY,s7_dsi_q22_sp2,,,2
ERY_s8_est_q26_sp1,ERY,s8_est_q26_sp1,,,1
ERY_s2_m&a_q7_sp1,ERY,s2_m&a_q7_sp1,,,1
ERY_s1_gov_q4_sp2,ERY,s1_gov_q4_sp2,,,1
ERY_s1_gov_q1_sp2,ERY,s1_gov_q1_sp2,,,1
ERY_s4_coms_q14_sp1,ERY,s4_coms_q14_sp1,,,1
ERY_s2_m&a_q9_sp4,ERY,s2_m&a_q9_sp4,,,1
ERY_s2_m&a_q9_sp8,ERY,s2_m&a_q9_sp8,,,1
ERY_s4_coms_q13_sp2,ERY,s4_coms_q13_sp2,,,1
ERY_s2_m&a_q8_sp1,ERY,s2_m&a_q8_sp1,,,1
ERY_s3_c&a_q12_sp2,ERY,s3_c&a_q12_sp2,,,1
ERY_s4_coms_q13_sp3_new,ERY,s4_coms_q13_sp3_new,,,1
ERY_s2_m&a_q9_sp1,ERY,s2_m&a_q9_sp1,,,1
ERY_s1_gov_q2_sp1_v2,ERY,s1_gov_q2_sp1_v2,,,1
ERY_s6_cb_q21_sp2,ERY,s6_cb_q21_sp2,,,1
ERY_s1_gov_q4_sp3,ERY,s1_gov_q4_sp3,,,1
ERY_s1_gov_q6_sp3,ERY,s1_gov_q6_sp3,,,1
ERY_s1_gov_q3_sp2,ERY,s1_gov_q3_sp2,,,1
ERY_s6_cb_q20_sp1,ERY,s6_cb_q20_sp1,,,2
ERY_s1_gov_q4_sp1,ERY,s1_gov_q4_sp1,,,1
ERY_s4_coms_q14_sp2,ERY,s4_coms_q14_sp2,,,1
ERY_s7_dsi_q22_sp1,ERY,s7_dsi_q22_sp1,,,2
ESK_s8_est_q26_sp2,ESK,s8_est_q26_sp2,,,1
ESK_s2_m&a_q9_sp8,ESK,s2_m&a_q9_sp8,,,1
